RNN,Descending,Adam,tanh,200
RNN,Descending,Adam,relu,100
RNN,Descending,Adam,relu,150
RNN,Descending,Adam,relu,200
RNN,Descending,Adam,sigmoid,100
RNN,Descending,Adam,sigmoid,150
RNN,Descending,Adam,sigmoid,200
RNN,Descending,Adam,softmax,100
RNN,Descending,Adam,softmax,150
RNN,Descending,Adam,softmax,200
RNN,Descending,Adamax,tanh,100
RNN,Descending,Adamax,tanh,150
RNN,Descending,Adamax,tanh,200
RNN,Descending,Adamax,relu,100
RNN,Descending,Adamax,relu,150
RNN,Descending,Adamax,relu,200
RNN,Descending,Adamax,sigmoid,100
RNN,Descending,Adamax,sigmoid,150
RNN,Descending,Adamax,sigmoid,200
RNN,Descending,Adamax,softmax,100
RNN,Descending,Adamax,softmax,150
RNN,Descending,Adamax,softmax,200
RNN,Constant,SGD,tanh,100
RNN,Constant,SGD,tanh,150
RNN,Constant,SGD,tanh,200
RNN,Constant,SGD,relu,100
RNN,Constant,SGD,relu,150
RNN,Constant,SGD,relu,200
RNN,Constant,SGD,sigmoid,100
RNN,Constant,SGD,sigmoid,150
RNN,Constant,SGD,sigmoid,200
RNN,Constant,SGD,softmax,100
RNN,Constant,SGD,softmax,150
RNN,Constant,SGD,softmax,200
RNN,Constant,Adagrad,tanh,100
RNN,Constant,Adagrad,tanh,150
RNN,Constant,Adagrad,tanh,200
RNN,Constant,Adagrad,relu,100
RNN,Constant,Adagrad,relu,150
RNN,Constant,Adagrad,relu,200
RNN,Constant,Adagrad,sigmoid,100
RNN,Constant,Adagrad,sigmoid,150
RNN,Constant,Adagrad,sigmoid,200
RNN,Constant,Adagrad,softmax,100
RNN,Constant,Adagrad,softmax,150
RNN,Constant,Adagrad,softmax,200
RNN,Constant,Adadelta,tanh,100
RNN,Constant,Adadelta,tanh,150
RNN,Constant,Adadelta,tanh,200
RNN,Constant,Adadelta,relu,100
RNN,Constant,Adadelta,relu,150
RNN,Constant,Adadelta,relu,200
RNN,Constant,Adadelta,sigmoid,100
RNN,Constant,Adadelta,sigmoid,150
RNN,Constant,Adadelta,sigmoid,200
RNN,Constant,Adadelta,softmax,100
RNN,Constant,Adadelta,softmax,150
RNN,Constant,Adadelta,softmax,200
RNN,Constant,Adam,tanh,100
RNN,Constant,Adam,tanh,150
RNN,Constant,Adam,tanh,200
RNN,Constant,Adam,relu,100
RNN,Constant,Adam,relu,150
RNN,Constant,Adam,relu,200
RNN,Constant,Adam,sigmoid,100
RNN,Constant,Adam,sigmoid,150
RNN,Constant,Adam,sigmoid,200
RNN,Constant,Adam,softmax,100
RNN,Constant,Adam,softmax,150
RNN,Constant,Adam,softmax,200
RNN,Constant,Adamax,tanh,100
RNN,Constant,Adamax,tanh,150
RNN,Constant,Adamax,tanh,200
RNN,Constant,Adamax,relu,100
RNN,Constant,Adamax,relu,150
RNN,Constant,Adamax,relu,200
RNN,Constant,Adamax,sigmoid,100
RNN,Constant,Adamax,sigmoid,150
RNN,Constant,Adamax,sigmoid,200
RNN,Constant,Adamax,softmax,100
RNN,Constant,Adamax,softmax,150
RNN,Constant,Adamax,softmax,200
